order_id,creation_datetime,cod_value_sgd,granular_status,rts_flag,order_type,shipper_id,shipper_reference_number,delivery_type,pickup_hub_id,pickup_datetime,pickup_attempts,pickup_driver_id,description,from_city,to_city,dest_province_code,delivery_success_hub_id,delivery_success_datetime,rts_trigger_datetime,delivery_attempts,first_valid_delivery_attempt_datetime,first_valid_delivery_attempt_status,second_valid_delivery_attempt_datetime,second_valid_delivery_attempt_status,third_valid_delivery_attempt_datetime,third_valid_delivery_attempt_status,last_valid_delivery_attempt_datetime,last_valid_delivery_attempt_status,first_failure_reason,second_failure_reason,third_failure_reason,last_failure_reason,delivery_driver_id,items,weight,width,height,length,parcel_size,created_month,row_num,total_rows_per_month
196420969,2022-01-01T21:41:41,3.95,Completed,0,Normal,6794626,VN229391012810S,3 Days - Day/Night,120,2022-01-05T15:51:36,3,1413656,Shop hẹn ngày giờ lấy,,Thị Xã Gò Công,TG,447,2022-01-06T10:45:39,,1,2022-01-06T10:45:39,Success,,,,,2022-01-06T10:45:39,Success,,,,,1196447,"[{""item_name"":""Sốt Mayonnaise Simply 230g"",""item_quantity"":1}]",0.4,5.0,12.0,8.0,s,2022-01,47,24805
200216757,2022-01-15T10:53:42,,Returned to Sender,1,Normal,3812776,VN222638935043P,3 Days - Day/Night,831,2022-01-17T16:06:28,1,1308357,,,,HN,831,2022-01-25T18:50:23,2022-01-21T00:01:53,3,2022-01-18T16:34:09,Fail,2022-01-19T16:51:42,Fail,2022-01-20T16:14:48,Fail,2022-01-20T16:14:48,Fail,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,1308357,"[{""item_name"":""[Mã 151LSSALE giảm 10k đơn 50k] Bộ bài Witches Tarot M10 +Tặng File Hướng Dẫn và Khăn"",""item_quantity"":1}]",0.6,0.0,0.0,0.0,s,2022-01,48,24805
199468123,2022-01-12T18:03:27,31.45,Returned to Sender,1,Normal,3761360,VN227018701631Z,3 Days - Day/Night,1232,2022-01-13T12:13:33,2,1429351,,,,HN,936,2022-01-20T14:27:35,2022-01-19T01:49:18,3,2022-01-15T21:49:07,Fail,2022-01-17T23:17:56,Fail,2022-01-18T22:24:12,Fail,2022-01-18T22:24:12,Fail,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,1413902,"[{""item_name"":""sạc 12V-0.5a gói 10c"",""item_quantity"":4}]",0.8,15.0,20.0,15.0,s,2022-01,49,24805
203240762,2022-01-26T20:21:58,29.26,Completed,0,Normal,372455,334961237760943,3 Days - Anytime,15,2022-01-29T14:26:30,,,,,,BN,1006,2022-02-06T17:33:58,,1,2022-02-06T17:33:58,Success,,,,,2022-02-06T17:33:58,Success,,,,,1425711,"【MỚI】 Bộ sạc GaN Baseus 65W Bộ sạc nhanh USB 4 cổng PD PPS Loại C cho iPhone 13,12, iPad Pro, MacBook Pro / Air, Galaxy, Pixel, Máy tính xách tay và hơn thế nữa (1641329067_VNAMZ-7214958657) x1 (519000VND)",0.34,10.0,10.0,15.0,s,2022-01,50,24805
200725225,2022-01-16T18:42:14,,Completed,0,Normal,6308554,333565241170366,3 Days - Anytime,1252,2022-01-17T19:42:13,1,1284501,,,,LCA,630,2022-01-22T12:26:38,,1,2022-01-22T12:26:38,Success,,,,,2022-01-22T12:26:38,Success,,,,,1227123,[ FREESHIP MAX]  GIÀY SỤC  NỮ THỂ THAO NY & GC MẪU MỚI (1538559123_VNAMZ-6471336944) x1 (86150.0VND),0.7,10.0,5.0,20.0,s,2022-01,51,24805
199656891,2022-01-13T13:50:55,11.65,Completed,0,Normal,6772723,S2443110O293010,3 Days - Anytime,103760,2022-01-13T15:29:29,1,1344863,,,Huyện Lai Vung,DOT,103688,2022-01-21T18:00:12,,4,2022-01-17T17:29:58,Fail,2022-01-18T17:25:54,Fail,2022-01-19T19:01:20,Fail,2022-01-21T18:00:12,Success,"Địa chỉ không đầy đủ, không chính xác, không tồn tại","Địa chỉ không đầy đủ, không chính xác, không tồn tại",Đúng địa chỉ không có người nhận,,1428064,,0.01,,,,s,2022-01,52,24805
200804017,2022-01-17T08:12:51,,Completed,0,Normal,6971325,VN220330949053H,3 Days - Day/Night,1231,2022-01-17T14:29:24,1,1354587,,,Huyện Càng Long,TRV,92,2022-01-22T16:11:15,,1,2022-01-22T16:11:15,Success,,,,,2022-01-22T16:11:15,Success,,,,,1403041,"[{""item_name"":""Cáp Chuyển Đổi Type C Sang Usb 3.0 Cao Cấp CD0019 JSAUX - Cho Điện Macbook, Điện thoại Samsung, Oppo, Huewei...Cáp OTG"",""item_quantity"":1},{""item_name"":""[ Sạc không dây MagSafe ] Sạc Dự phòng Không Dây 10000Mah SOLOVE W10 - Sạc Nhanh 20W - Hai Cổng Sạc USB-A & USB-C"",""item_quantity"":1}]",0.5,10.0,5.0,10.0,s,2022-01,53,24805
202040301,2022-01-21T08:32:03,,Completed,0,Normal,6628373,VN2299453957167,3 Days - Day/Night,971,2022-01-21T12:35:06,1,1289197,,,Huyện Sơn Động,BAG,413,2022-01-24T16:39:24,,1,2022-01-24T16:39:24,Success,,,,,2022-01-24T16:39:24,Success,,,,,1425143,"[{""item_name"":""Quần jeans nữ dáng baggy họa tiết trơn chất liệu vải bò CAMA STORE Q01"",""item_quantity"":1},{""item_name"":""Quần tây nữ baggy công sở lưng cao đi học bigsize MR 02"",""item_quantity"":1}]",0.85,20.0,4.0,25.0,s,2022-01,54,24805
203372945,2022-01-28T09:17:07,,Completed,0,Normal,5009652,VN229311039145J,3 Days - Day/Night,259,2022-01-28T17:09:37,2,1435875,,,Thành Phố Phúc Yên,VIP,1223,2022-01-29T15:21:37,,1,2022-01-29T15:21:37,Success,,,,,2022-01-29T15:21:37,Success,,,,,1053179,"[{""item_name"":"" Áo Phông Loang In Chữ COFFE Unisex 3 Màu"",""item_quantity"":1}]",0.18,0.0,0.0,0.0,s,2022-01,55,24805
202997486,2022-01-25T09:28:45,9.56,Completed,0,Normal,5054901,VN229452144377M,3 Days - Day/Night,199,2022-01-25T13:53:30,1,1360720,,,Huyện Ea Súp,DAK,916,2022-01-28T13:10:19,,1,2022-01-28T13:10:19,Success,,,,,2022-01-28T13:10:19,Success,,,,,1427697,"[{""item_name"":""MŨ BẢO HIỂM NỮA ĐẦU NHIỀU MÀU LỰA CHỌN,KÈM KÍNH PHI CÔNG VÀ KÍNH UV-BẢO HÀNH 12 THÁNG"",""item_quantity"":1},{""item_name"":""\bMũ bảo hiểm nữa đầu hình khủng long,phối 2 màu-HÀNG XỊN( TEAM MÁC ĐẦY ĐỦ) LÓT,QUAI,THÂN ĐỀU CÓ LOGO"",""item_quantity"":1}]",1.1,15.0,25.0,17.0,s,2022-01,56,24805
198099665,2022-01-08T07:52:03,5.77,Completed,0,Normal,3754726,VN221206278545H,3 Days - Day/Night,103391,2022-01-11T14:19:40,5,1412059,Shop hẹn ngày giờ lấy,,Thành Phố Cà Mau,CAM,103747,2022-01-13T14:13:42,,2,2022-01-12T17:55:54,Fail,2022-01-13T14:13:42,Success,,,2022-01-13T14:13:42,Success,Đúng địa chỉ không có người nhận,,,,1432840,"[{""item_name"":""DẦU GỘI KHÔ GIRLZ ONLY 200ML"",""item_quantity"":1}]",0.05,3.0,10.0,5.0,s,2022-01,57,24805
198132444,2022-01-08T08:51:39,,Completed,0,Normal,3774014,VN225929829840I,3 Days - Day/Night,216,2022-01-08T15:38:45,1,1364130,,,Huyện Thủy Nguyên,HP,1013,2022-01-10T13:48:26,,1,2022-01-10T13:48:26,Success,,,,,2022-01-10T13:48:26,Success,,,,,1216445,"[{""item_name"":""Bộ mở rộng sóng Wi-Fi tốc độ 300Mbps TP-LINK TL-WA854RE"",""item_quantity"":1}]",0.5,0.0,0.0,0.0,s,2022-01,58,24805
202952436,2022-01-24T23:15:23,,Returned to Sender,1,Normal,6461195,VN222288644226D,3 Days - Day/Night,199,2022-01-25T12:11:08,1,1316098,,,,HCM,199,2022-02-12T17:24:38,2022-02-08T00:04:53,3,2022-01-28T16:56:56,Fail,2022-01-29T12:28:03,Fail,2022-02-07T20:08:06,Fail,2022-02-07T20:08:06,Fail,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,Khách hàng yêu cầu thay đổi ngày/giờ giao,Khách hàng yêu cầu thay đổi ngày/giờ giao,1306649,"[{""item_name"":""Dầu gội khô Batiste Dry Shampoo 200ml"",""item_quantity"":1}]",0.25,0.0,0.0,0.0,s,2022-01,59,24805
203056758,2022-01-25T14:47:06,,Completed,0,Normal,7278141,VN220757776964J,3 Days - Day/Night,285,2022-01-25T15:11:41,1,1446355,,,Thành Phố Hạ Long,QUN,140,2022-01-26T11:44:59,,1,2022-01-26T11:44:59,Success,,,,,2022-01-26T11:44:59,Success,,,,,1297535,"[{""item_name"":""KHĂN GIẤY ƯỚT 80GR CÂN NẶNG 250GRAM DATE MỚI NHẤT"",""item_quantity"":2}]",0.2,0.0,0.0,0.0,s,2022-01,60,24805
202894424,2022-01-24T16:14:30,,Completed,0,Normal,6045444,SGNS817266NT.597446270,3 Days - Day/Night,155,2022-01-24T16:23:10,1,1386957,,,Quận 9,HCM,191,2022-01-25T12:36:54,,1,2022-01-25T12:36:54,Success,,,,,2022-01-25T12:36:54,Success,,,,,1414817,,3.56,,,,m,2022-01,61,24805
202765890,2022-01-24T09:22:20,10.92,Completed,0,Normal,3691008,VN228033621958H,3 Days - Day/Night,996,2022-01-24T15:52:46,1,1245009,,,Huyện Tiên Du,BN,1006,2022-01-25T18:33:55,,1,2022-01-25T18:33:55,Success,,,,,2022-01-25T18:33:55,Success,,,,,1435907,"[{""item_name"":""Cồn thạch, cồn khô, cồn khô nấu lẩu: Cháy lâu, không chảy nước, an toàn, sạch sẽ"",""item_quantity"":1},{""item_name"":""Than hoa không khói 1kg, làm từ gáo dừa, dùng nướng thịt sạch, than không khói - TopV"",""item_quantity"":6}]",7.163703353292714,0.0,0.0,0.0,m,2022-01,62,24805
201377424,2022-01-18T19:46:01,3.32,Completed,0,Normal,398382,333897201509663,3 Days - Anytime,12,2022-01-19T11:01:57,,,,,,ANG,103693,2022-01-20T12:51:53,,1,2022-01-20T12:51:53,Success,,,,,2022-01-20T12:51:53,Success,,,,,1428100,Kính 3 cạnh Búa gắn mọi loại xe máy (Xanh) (271050689_VNAMZ-404176283) x1 (35000.00VND),0.5,5.0,5.0,10.0,xl,2022-01,63,24805
200582831,2022-01-16T09:39:38,,Completed,0,Normal,4909068,VN229122198607F,3 Days - Day/Night,992,2022-01-16T16:14:12,1,1307865,,,Huyện Nghĩa Hưng,NAD,1222,2022-01-17T17:23:40,,1,2022-01-17T17:23:40,Success,,,,,2022-01-17T17:23:40,Success,,,,,1440090,"[{""item_name"":""Quần ống rộng chất tổ ong - Quần jogger thể thao unisex dày dặn phong cách Ulzzang"",""item_quantity"":1}]",0.21,0.0,0.0,0.0,s,2022-01,64,24805
197868055,2022-01-07T08:54:07,,Completed,0,Normal,5363853,VN222671353558Z,3 Days - Day/Night,301,2022-01-07T16:35:33,1,1417411,,,Huyện Lệ Thủy,QUB,566,2022-01-10T10:46:29,,1,2022-01-10T10:46:29,Success,,,,,2022-01-10T10:46:29,Success,,,,,1403133,"[{""item_name"":""Kem chống nắng Some By Mi Truecica Mineral 100 Calming Suncream 50ml"",""item_quantity"":1}]",0.2,0.0,0.0,0.0,s,2022-01,65,24805
196758899,2022-01-03T09:00:49,102.47,Completed,0,Normal,5263172,VN224266448412K,3 Days - Day/Night,171,2022-01-03T12:52:29,1,1332525,,,Huyện Ea H'Leo,DAK,891,2022-01-06T10:54:40,,2,2022-01-05T17:11:20,Fail,2022-01-06T10:54:40,Success,,,2022-01-06T10:54:40,Success,Khách hàng yêu cầu thay đổi ngày/giờ giao,,,,1439419,"[{""item_name"":""[Mã 11ELSALE hoàn 7% đơn 300K] VỎ CASE MÁY TÍNH VSP ESPORT GAME ES3 + 5 FAN CASE LED"",""item_quantity"":1}]",8.51,0.0,0.0,0.0,m,2022-01,66,24805
200520143,2022-01-16T05:28:28,,Completed,0,Normal,3700130,VN2285969542756,3 Days - Day/Night,1214,2022-01-16T14:09:14,2,1357074,,,Thị Xã Hồng Lĩnh,HAT,1044,2022-01-18T12:18:20,,1,2022-01-18T12:18:20,Success,,,,,2022-01-18T12:18:20,Success,,,,,1281045,"[{""item_name"":""[Mã GROXUAN1 giảm 8% đơn 150K] Bò miếng đại hằng giá siêu rẻ"",""item_quantity"":1}]",0.375,15.0,15.0,10.0,s,2022-01,67,24805
201277125,2022-01-18T13:58:05,,Completed,0,Normal,566684,333688053833673,3 Days - Anytime,15,2022-01-19T10:11:41,,,,,,SOL,175,2022-01-22T16:19:09,,2,2022-01-21T19:15:06,Fail,2022-01-22T16:19:09,Success,,,2022-01-22T16:19:09,Success,Đúng địa chỉ không có người nhận,,,,1402097,Túi đeo chéo nữ trần trám bút chì TXN 417 (490932555_VNAMZ-953698801) x1 (60000.00VND),0.01,1.0,1.0,2.0,s,2022-01,68,24805
196967921,2022-01-03T19:13:53,,Completed,0,Normal,920828,329957869279319,3 Days - Anytime,12,2022-01-04T09:12:49,,,,,,CAM,369,2022-01-06T19:05:49,,1,2022-01-06T19:05:49,Success,,,,,2022-01-06T19:05:49,Success,,,,,1375217,"Quần short Jean nam cao cấp với 03 màu cơ bản vải dày dặn cực đẹp có size bự 45-90kg - Jean002 (274676315_VNAMZ-420948060) x1 (65000.00VND), Quần short Jean nam cao cấp với 03 màu cơ bản vải dày dặn cực đẹp có size bự 45-90kg - Jean002 (274676315_VNAMZ-551078472) x1 (65000.00VND), Quần short Jean nam cao cấp với 03 màu cơ bản vải dày dặn cực đẹp có size bự 45-90kg - Jean002 (274676315_VNAMZ-3115084323) x1 (65000.00VND)",1.2,10.0,30.0,15.0,s,2022-01,69,24805
199008327,2022-01-11T08:29:34,,Completed,0,Normal,7148463,,3 Days - Anytime,992,2022-01-11T16:26:12,1,1265513,,,,QUA,1078,2022-01-17T16:18:59,,1,2022-01-17T16:18:59,Success,,,,,2022-01-17T16:18:59,Success,,,,,1434736,,0.4,,,,s,2022-01,70,24805
200900759,2022-01-17T11:46:39,12.17,Completed,0,Normal,3877430,,3 Days - Anytime,103661,2022-01-17T15:02:46,1,1420104,,,,BD,1072,2022-01-21T13:20:28,,1,2022-01-21T13:20:28,Success,,,,,2022-01-21T13:20:28,Success,,,,,1439433,,0.1,,,,s,2022-01,71,24805
201175598,2022-01-18T09:12:05,6.16,Returned to Sender,1,Normal,7253849,VN2204213381190,3 Days - Day/Night,887,2022-01-18T09:49:09,1,1377956,,,,DNG,887,2022-01-21T10:02:29,2022-01-19T23:40:58,1,2022-01-19T19:42:14,Fail,,,,,2022-01-19T19:42:14,Fail,Khách hàng muốn hủy đơn hàng,,,Khách hàng muốn hủy đơn hàng,1368344,"[{""item_name"":""[VIDEO] Áo Váy trễ vai voan nàng thơ óng ánh 2 màu kim tuyến bánh bèo Váy dự tiệc đi chơi"",""item_quantity"":1}]",0.1,0.0,0.0,0.0,s,2022-01,72,24805
201290107,2022-01-18T14:35:07,,Completed,0,Normal,5153167,VN227825860508T,3 Days - Day/Night,1203,2022-01-18T16:55:33,1,1362357,,,Quận 1,HCM,103440,2022-01-20T10:05:08,,2,2022-01-19T09:40:31,Fail,2022-01-20T10:05:08,Success,,,2022-01-20T10:05:08,Success,Đúng địa chỉ không có người nhận,,,,1416977,"[{""item_name"":""Khay úp ly, khay inox đựng thức ăn cao cấp"",""item_quantity"":1},{""item_name"":""[1k] Muỗng canh inox Thìa canh inox"",""item_quantity"":1}]",1.0187665919346955,40.0,6.0,60.0,xs,2022-01,73,24805
200817527,2022-01-17T08:35:37,,Completed,0,Normal,5180705,VN221009740953A,3 Days - Day/Night,171,2022-01-17T12:18:23,1,1332525,,,Huyện Gò Dầu,TAN,419,2022-01-19T17:14:33,,2,2022-01-18T19:58:30,Fail,2022-01-19T17:14:33,Success,,,2022-01-19T17:14:33,Success,Đúng địa chỉ không có người nhận,,,,1419606,"[{""item_name"":""Bao(vỏ) silicon Smartkey Lead - AB - Vario - Vision Loại Dày"",""item_quantity"":1},{""item_name"":""Thảm Thú Hoạt Hình Lót Chân Xe Máy Click Vario Viền Ngẫu Nhiên"",""item_quantity"":1}]",1.3,0.0,0.0,0.0,s,2022-01,74,24805
199099118,2022-01-11T12:00:04,,Completed,0,Normal,3780120,VN221256982253E,3 Days - Day/Night,171,2022-01-11T13:41:24,1,1258149,,,Quận Hà Đông,HN,103611,2022-01-14T11:18:01,,1,2022-01-14T11:18:01,Success,,,,,2022-01-14T11:18:01,Success,,,,,1416066,"[{""item_name"":""Bộ sơ mi quần tây yudog kèm nơ cho thú cưng"",""item_quantity"":1}]",0.02,0.0,0.0,0.0,s,2022-01,75,24805
201891837,2022-01-20T15:01:27,,Completed,0,Normal,3872982,VN221680531110H,3 Days - Day/Night,249,2022-01-20T19:19:56,3,1293681,,,Huyện Hải Hậu,NAD,343,2022-01-23T13:29:17,,1,2022-01-23T13:29:17,Success,,,,,2022-01-23T13:29:17,Success,,,,,1380377,"[{""item_name"":""Giày HƯƠU CAO CỔ (22cm) Thời Trang Trẻ Trung Cá Tính"",""item_quantity"":1}]",1.0,0.0,0.0,0.0,s,2022-01,76,24805
198747568,2022-01-10T10:58:18,6.03,Completed,0,Normal,5040163,VN229947436706J,3 Days - Day/Night,847,2022-01-10T18:38:49,1,1281809,,,Quận Cầu Giấy,HN,863,2022-01-11T09:36:02,,1,2022-01-11T09:36:02,Success,,,,,2022-01-11T09:36:02,Success,,,,,1284077,"[{""item_name"":""Miếng Dán Trắng Răng Crest 3D White"",""item_quantity"":2}]",0.1,0.0,0.0,0.0,xs,2022-01,77,24805
198745468,2022-01-10T10:56:04,12.17,Completed,0,Normal,3877430,,3 Days - Anytime,103661,2022-01-11T20:06:57,21,1420104,Shop hẹn ngày giờ lấy,,,THH,103775,2022-01-14T14:05:16,,1,2022-01-14T14:05:16,Success,,,,,2022-01-14T14:05:16,Success,,,,,1432214,,0.1,,,,s,2022-01,78,24805
198983483,2022-01-11T07:37:59,,Completed,0,Normal,5894465,VN222520886871H,3 Days - Day/Night,967,2022-01-11T12:58:05,1,1304091,,,Quận 12,HCM,155,2022-01-15T10:07:55,,1,2022-01-15T10:07:55,Success,,,,,2022-01-15T10:07:55,Success,,,,,1359550,"[{""item_name"":""Móng Giả DL.Jewelry,Móng Tay Giả Kèm Keo Mẫu Mới Nhất"",""item_quantity"":1}]",0.02,0.0,0.0,0.0,s,2022-01,79,24805
199827498,2022-01-14T08:53:43,4.25,Completed,0,Normal,6878605,332611088443272,3 Days - Anytime,12,2022-01-15T11:15:01,,,,,,KIG,708,2022-01-18T15:47:05,,1,2022-01-18T15:47:05,Success,,,,,2022-01-18T15:47:05,Success,,,,,1442000,Combo 4 chai Dung dịch Hada Labo DƯỠNG ẨM TỐI ƯU 20ml (1530936234_VNAMZ-6434395493) x2 (33000.00VND),0.3,8.0,12.0,12.0,s,2022-01,80,24805
196433876,2022-01-01T22:57:52,1.99,Completed,0,Normal,3953394,VN220144965439P,3 Days - Day/Night,967,2022-01-03T18:28:41,1,1281579,,,Quận Long Biên,HN,80,2022-01-05T14:16:34,,1,2022-01-05T14:16:34,Success,,,,,2022-01-05T14:16:34,Success,,,,,1264441,"[{""item_name"":""Móng Tay Giả Kèm Keo Hin Nail [Mã COSDAY giảm 8% đơn 150K]"",""item_quantity"":1},{""item_name"":""Móng Tay Giả Kèm Keo Hin Nail [Mã COSDAY giảm 8% đơn 150K]"",""item_quantity"":1}]",0.05,0.0,0.0,0.0,s,2022-01,81,24805
203357567,2022-01-27T23:55:12,5.36,Returned to Sender,1,Normal,5773317,336792120281661,3 Days - Anytime,1074,2022-01-28T11:40:27,1,1297607,,,,CT,1074,2022-02-12T14:08:42,2022-02-08T23:51:07,1,2022-02-08T10:37:04,Fail,,,,,2022-02-08T10:37:04,Fail,Khách hàng muốn hủy đơn hàng,,,Khách hàng muốn hủy đơn hàng,1297607,"(Giá sỉ) Tem Wave Alpha đời 2013 màu đỏ chất lượng cao, không bay màu (1249783696_VNAMZ-4658562708) x1 (69000VND)",0.2,12.0,12.0,20.0,xl,2022-01,82,24805
199588253,2022-01-13T10:13:58,,Completed,0,Normal,4943406,VN222443161971L,3 Days - Day/Night,103898,2022-01-13T17:30:19,1,1309079,,,Thành Phố Cam Ranh,KHH,409,2022-01-18T10:05:47,,1,2022-01-18T10:05:47,Success,,,,,2022-01-18T10:05:47,Success,,,,,1429373,"[{""item_name"":""Áo khoác gió tai gấu liền mũ trẻ em Hàng Quảng Châu cao cấp cho bé trai bé gái mặc thu đông"",""item_quantity"":1},{""item_name"":""Body đỏ tết noel giáng sinh năm mới Bodysuit dài tay có mũ Hàng Quảng Châu cao cấp cho bé trai bé gái"",""item_quantity"":1},{""item_name"":""Body công tử BodySuit liền thân cho bé trai Hàng Quảng Châu xuất Mỹ"",""item_quantity"":1},{""item_name"":""Body đùi cộc tay hình ngộ nghĩnh cho bé trai bé gái mặc hè thu hàng Quảng Châu xuất Nhật"",""item_quantity"":1}]",0.85,0.0,0.0,0.0,s,2022-01,83,24805
197929224,2022-01-07T12:07:25,4.46,Completed,0,Normal,6919962,VN229611538908X,3 Days - Day/Night,887,2022-01-07T14:40:36,1,1347906,,,Huyện Vĩnh Lộc,THH,1023,2022-01-11T11:39:49,,1,2022-01-11T11:39:49,Success,,,,,2022-01-11T11:39:49,Success,,,,,1277715,"[{""item_name"":""Kamistad Gel N Tuýp 10g - Gel Bôi Nhiệt Miệng Thảo Dược - Nhập khẩu từ STADA - Đức"",""item_quantity"":1},{""item_name"":""Viên uống giảm cân Orlistat STADA 120mg - Giúp giảm cân, đào thải mỡ, duy trì vóc dáng, giảm mỡ máu (1 viên)"",""item_quantity"":5}]",0.35,0.0,0.0,0.0,s,2022-01,84,24805
198838749,2022-01-10T14:52:01,,Completed,0,Normal,7227148,,3 Days - Anytime,15,2022-01-10T22:44:40,,,,,,NGA,997,2022-01-12T15:15:34,,1,2022-01-12T15:15:34,Success,,,,,2022-01-12T15:15:34,Success,,,,,1286267,,3.5,,,,s,2022-01,85,24805
199477966,2022-01-12T19:09:33,,Completed,0,Normal,372455,332892902165170,3 Days - Anytime,15,2022-01-16T15:19:04,,,,,,BET,1195,2022-01-19T14:03:45,,1,2022-01-19T14:03:45,Success,,,,,2022-01-19T14:03:45,Success,,,,,1429273,Túi Nhỏ Thiểu Số Cao Cấp Túi Nách Xách Tay Biên Soạn Mẫu Mới Thu Đông 2021 Cho Nữ Túi Đeo Chéo Một Vai Dễ Phối Phong Cách Tây (1397540857_VNAMZ-6860049539) x1 (123000.00VND),0.34,10.0,10.0,10.0,s,2022-01,86,24805
200717248,2022-01-16T17:58:46,,Returned to Sender,1,Normal,7248798,VN220401046602X,3 Days - Day/Night,103718,2022-01-16T18:14:08,1,1442793,,,,BID,103718,2022-01-21T13:23:44,2022-01-18T23:30:13,1,2022-01-18T15:31:48,Fail,,,,,2022-01-18T15:31:48,Fail,Khách hàng muốn hủy đơn hàng,,,Khách hàng muốn hủy đơn hàng,1442793,"[{""item_name"":""[BÁN BUÔN&LẺ] Áo sơ mi lụa G153- tay ngắn nhiều màu - dễ phối hợp các loại quần hoặc váy thời trang GEM.VN"",""item_quantity"":1}]",0.1,0.0,0.0,0.0,s,2022-01,87,24805
197118103,2022-01-04T11:54:11,25.04,Returned to Sender,1,Normal,5831386,S3499439O183,3 Days - Anytime,251,2022-01-05T18:55:50,3,1420965,Không có kiện hàng,,,HY,251,2022-01-24T21:45:16,2022-01-18T23:09:48,4,2022-01-11T21:12:11,Fail,2022-01-12T21:31:45,Fail,2022-01-13T21:30:57,Fail,2022-01-18T20:35:59,Fail,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,1436730,,3.04,,,,m,2022-01,88,24805
202081188,2022-01-21T10:08:12,12.91,Completed,0,Normal,5055367,VN223009193798Z,3 Days - Day/Night,863,2022-01-21T16:16:39,1,1377766,,,Huyện Kim Bôi,HOB,103771,2022-01-22T13:58:01,,1,2022-01-22T13:58:01,Success,,,,,2022-01-22T13:58:01,Success,,,,,1430217,"[{""item_name"":""Dây lá nho cuống xanh dài 2,3 - 2,5m (lá to)"",""item_quantity"":40}]",0.6,0.0,0.0,0.0,s,2022-01,89,24805
203113863,2022-01-25T21:42:43,,Returned to Sender,1,Normal,4030600,,1 Day - Anytime,894,2022-01-25T21:50:33,1,1145776,,,,GIL,894,2022-02-13T12:18:02,2022-02-10T03:07:37,3,2022-01-29T15:42:44,Fail,2022-02-07T21:28:49,Fail,2022-02-09T16:10:09,Fail,2022-02-09T16:10:09,Fail,Đúng địa chỉ không có người nhận,Khách hàng muốn hủy đơn hàng,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,1413016,,0.2,,,,s,2022-01,90,24805
202764390,2022-01-24T09:18:37,,Completed,0,Normal,6822403,,1 Day - Anytime,281,2022-01-25T17:45:16,2,1412688,Shop hẹn ngày giờ lấy,,,HN,843,2022-01-27T13:10:10,,1,2022-01-27T13:10:10,Success,,,,,2022-01-27T13:10:10,Success,,,,,1116719,,0.1,,,,s,2022-01,91,24805
201749412,2022-01-20T08:14:39,,Completed,0,Normal,989574,335588355608404,3 Days - Anytime,1221,2022-01-20T16:22:13,1,1322975,,,,HCM,147,2022-01-25T10:46:38,,1,2022-01-25T10:46:38,Success,,,,,2022-01-25T10:46:38,Success,,,,,1318779,bể bơi 2m1 + bơm điện (955902045_VNAMZ-2919858021) x1 (519000.0VND),1.0,10.0,8.0,18.0,s,2022-01,92,24805
199612702,2022-01-13T11:27:34,7.51,Returned to Sender,1,Normal,7206224,S3516337O36,3 Days - Anytime,62,2022-01-13T15:01:15,1,1362243,,,,THB,62,2022-01-26T11:38:17,2022-01-24T01:26:41,3,2022-01-17T13:01:25,Fail,2022-01-19T14:03:00,Fail,2022-01-22T15:59:37,Fail,2022-01-22T15:59:37,Fail,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,Đúng địa chỉ không có người nhận,1362243,,0.01,,,,s,2022-01,93,24805
197753521,2022-01-06T16:35:22,,Completed,0,Normal,6780206,VN227825037626S,3 Days - Day/Night,1211,2022-01-06T16:45:04,1,1316039,,,Huyện Bù Đăng,BIP,399,2022-01-09T13:54:52,,1,2022-01-09T13:54:52,Success,,,,,2022-01-09T13:54:52,Success,,,,,1360895,"[{""item_name"":""Bàn là hơi nước cầm tay mini , Bàn ủi hơi nước công suất 33W mẫu mới 2021 BL1"",""item_quantity"":1}]",0.6,0.0,0.0,0.0,s,2022-01,94,24805
202844189,2022-01-24T13:30:55,,Completed,0,Normal,6423212,336377988866209,3 Days - Anytime,1242,2022-01-24T19:05:35,1,1428172,,,,NAD,100,2022-01-26T11:26:48,,1,2022-01-26T11:26:48,Success,,,,,2022-01-26T11:26:48,Success,,,,,1046374,Túi hút ẩm  Gói To  Gói hút ẩm 2 ngăn chống ẩm chống mốc có móc treo đa năng siêu hút ẩm cực tốt 2253 BÁN BUÔN VP88 (469054952_VNAMZ-884066866) x4 (6900VND),0.4,10.0,4.0,11.0,s,2022-01,95,24805
